index,dataset,text_token_count,image_count,image_tokens_total,total_tokens,image_details,text_tokens_list,question
439,MathVista_MINI,81,1,173,254,"[{'original_size': (539, 256), 'target_size': (532, 252), 'patches_h': 9, 'patches_w': 19, 'total_patches': 171, 'image_tokens': 171, 'total_image_tokens': 173, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 374, 419, 729]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: is this function convex?
Choices:
(A) Yes
(B) No"
440,MathVista_MINI,83,1,393,476,"[{'original_size': (480, 640), 'target_size': (476, 644), 'patches_h': 23, 'patches_w': 17, 'total_patches': 391, 'image_tokens': 391, 'total_image_tokens': 393, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 279, 4158]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the white plate half full?
Choices:
(A) Yes
(B) No"
441,MathVista_MINI,78,1,83,161,"[{'original_size': (258, 241), 'target_size': (252, 252), 'patches_h': 9, 'patches_w': 9, 'total_patches': 81, 'image_tokens': 81, 'total_image_tokens': 83, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the perimeter of the shape?"
442,MathVista_MINI,87,1,258,345,"[{'original_size': (448, 448), 'target_size': (448, 448), 'patches_h': 16, 'patches_w': 16, 'total_patches': 256, 'image_tokens': 256, 'total_image_tokens': 258, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many objects are preferred by more than 7 people in at least one category?"
443,MathVista_MINI,150,1,20,170,"[{'original_size': (169, 80), 'target_size': (168, 84), 'patches_h': 3, 'patches_w': 6, 'total_patches': 18, 'image_tokens': 18, 'total_image_tokens': 20, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 1634, 6839, 304]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure: In Rt△ABC, ∠C = 90.0, AC = 8.0, AB = 10.0, then the value of sinB is equal to ()
Choices:
(A) \frac{3}{5}
(B) \frac{4}{5}
(C) \frac{3}{4}
(D) \frac{4}{3}"
444,MathVista_MINI,79,1,582,661,"[{'original_size': (800, 557), 'target_size': (812, 560), 'patches_h': 20, 'patches_w': 29, 'total_patches': 580, 'image_tokens': 580, 'total_image_tokens': 582, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the difference between the two genders?"
445,MathVista_MINI,85,1,226,311,"[{'original_size': (436, 400), 'target_size': (448, 392), 'patches_h': 14, 'patches_w': 16, 'total_patches': 224, 'image_tokens': 224, 'total_image_tokens': 226, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 8658, 68319]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Light Slate less than Saddle Brown?
Choices:
(A) yes
(B) no"
446,MathVista_MINI,140,1,22,162,"[{'original_size': (144, 105), 'target_size': (140, 112), 'patches_h': 4, 'patches_w': 5, 'total_patches': 20, 'image_tokens': 20, 'total_image_tokens': 22, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 69372, 28029, 96050]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: 如图，在△ABC中，点D是△ABC的内心，连接DB，DC，过点D作EF∥BC分别交AB、AC于点E、F，若BE+CF＝8，则EF的长度为（）
Choices:
(A) 4
(B) 5
(C) 8
(D) 16"
447,MathVista_MINI,82,1,338,420,"[{'original_size': (685, 400), 'target_size': (672, 392), 'patches_h': 14, 'patches_w': 24, 'total_patches': 336, 'image_tokens': 336, 'total_image_tokens': 338, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 12553, 63580, 8697]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Does Midnight Blue intersect Purple?
Choices:
(A) yes
(B) no"
448,MathVista_MINI,87,1,632,719,"[{'original_size': (850, 600), 'target_size': (840, 588), 'patches_h': 21, 'patches_w': 30, 'total_patches': 630, 'image_tokens': 630, 'total_image_tokens': 632, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Which year recorded the highest share of Urban secondary schools with access to electricity in India?"
449,MathVista_MINI,84,1,393,477,"[{'original_size': (640, 480), 'target_size': (644, 476), 'patches_h': 17, 'patches_w': 23, 'total_patches': 391, 'image_tokens': 391, 'total_image_tokens': 393, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many miles per gallon do the average motorcycle get on the highway?"
450,MathVista_MINI,104,1,275,379,"[{'original_size': (600, 375), 'target_size': (588, 364), 'patches_h': 13, 'patches_w': 21, 'total_patches': 273, 'image_tokens': 273, 'total_image_tokens': 275, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 1416, 678, 279]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: If all the grass died, what would be most affected?
Choices:
(A) garter snakes
(B) hognose snakes
(C) hawks
(D) grasshoppers"
451,MathVista_MINI,111,1,393,504,"[{'original_size': (640, 480), 'target_size': (644, 476), 'patches_h': 17, 'patches_w': 23, 'total_patches': 391, 'image_tokens': 391, 'total_image_tokens': 393, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 279, 1372]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is the number of small yellow metallic choppers that are behind the large cyan thing less than the number of brown metal double buss that are behind the small yellow shiny thing?
Choices:
(A) Yes
(B) No"
452,MathVista_MINI,107,1,210,317,"[{'original_size': (441, 366), 'target_size': (448, 364), 'patches_h': 13, 'patches_w': 16, 'total_patches': 208, 'image_tokens': 208, 'total_image_tokens': 210, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 20205, 389, 279]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Based on the image, what is the most likely equilibrium population count?
Choices:
(A) 40
(B) 60
(C) 80
(D) 100"
453,MathVista_MINI,95,1,50,145,"[{'original_size': (342, 116), 'target_size': (336, 112), 'patches_h': 4, 'patches_w': 12, 'total_patches': 48, 'image_tokens': 48, 'total_image_tokens': 50, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Move the ruler to measure the length of the line to the nearest centimeter. The line is about (_) centimeters long."
454,MathVista_MINI,84,1,258,342,"[{'original_size': (448, 448), 'target_size': (448, 448), 'patches_h': 16, 'patches_w': 16, 'total_patches': 256, 'image_tokens': 256, 'total_image_tokens': 258, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the value of the smallest individual bar in the whole chart?"
455,MathVista_MINI,142,1,275,417,"[{'original_size': (575, 353), 'target_size': (588, 364), 'patches_h': 13, 'patches_w': 21, 'total_patches': 273, 'image_tokens': 273, 'total_image_tokens': 275, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 1416, 856, 284]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: If x = 32 and r = 18, what is the length of the arc shown in the figure above?
Choices:
(A) 16*\pi/5
(B) 32*\pi/5
(C) 36*\pi
(D) 288*\pi/5
(E) 576*\pi"
456,MathVista_MINI,83,1,268,351,"[{'original_size': (532, 400), 'target_size': (532, 392), 'patches_h': 14, 'patches_w': 19, 'total_patches': 266, 'image_tokens': 266, 'total_image_tokens': 268, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 3616, 37081]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Periwinkle the minimum?
Choices:
(A) yes
(B) no"
457,MathVista_MINI,75,1,68,143,"[{'original_size': (605, 97), 'target_size': (616, 84), 'patches_h': 3, 'patches_w': 22, 'total_patches': 66, 'image_tokens': 66, 'total_image_tokens': 68, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What number is shown?"
458,MathVista_MINI,88,1,347,435,"[{'original_size': (640, 427), 'target_size': (644, 420), 'patches_h': 15, 'patches_w': 23, 'total_patches': 345, 'image_tokens': 345, 'total_image_tokens': 347, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: If you add the two visible numbers, on the jerseys, what is the total sum?"
459,MathVista_MINI,89,1,101,190,"[{'original_size': (320, 240), 'target_size': (308, 252), 'patches_h': 9, 'patches_w': 11, 'total_patches': 99, 'image_tokens': 99, 'total_image_tokens': 101, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all large cyan matte balls. Subtract all tiny shiny objects. How many objects are left?"
460,MathVista_MINI,108,1,886,994,"[{'original_size': (960, 720), 'target_size': (952, 728), 'patches_h': 26, 'patches_w': 34, 'total_patches': 884, 'image_tokens': 884, 'total_image_tokens': 886, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 1416, 1052, 1033]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: If there were fewer leaves in this ecosystem, the first organism to experience change as a result would be:
Choices:
(A) Frogs
(B) Crickets
(C) Snakes
(D) Hawks"
461,MathVista_MINI,231,1,546,777,"[{'original_size': (908, 488), 'target_size': (896, 476), 'patches_h': 17, 'patches_w': 32, 'total_patches': 544, 'image_tokens': 544, 'total_image_tokens': 546, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: A perceptual audio codec is used to compress an audio signal. The codec groups every 4 barks into a subband and then allocates bits to different subbands according to the result of a spectrum analysis based on a psychoacoustic model. All samples in the same subband are quantized with the same quantizer, and the bit resolution of which is allocated by the codec. (The Bark scale is a psychoacoustical scale proposed by Eberhard Zwicker in 1961.) Fig. Q1a shows the frequency spectrum of a windowed segment of audio signal. The psychoacoustic model shown in Fig. Q1b is used in the audio codec to derive the masking threshold for the audio segment. How many potential maskers in Fig. Q1a?"
462,MathVista_MINI,82,1,258,340,"[{'original_size': (448, 448), 'target_size': (448, 448), 'patches_h': 16, 'patches_w': 16, 'total_patches': 256, 'image_tokens': 256, 'total_image_tokens': 258, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many bars have values larger than 100?"
463,MathVista_MINI,89,1,101,190,"[{'original_size': (320, 240), 'target_size': (308, 252), 'patches_h': 9, 'patches_w': 11, 'total_patches': 99, 'image_tokens': 99, 'total_image_tokens': 101, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Subtract all large gray things. Subtract all small brown metallic balls. How many objects are left?"
464,MathVista_MINI,106,1,1273,1379,"[{'original_size': (1000, 1316), 'target_size': (868, 1148), 'patches_h': 41, 'patches_w': 31, 'total_patches': 1271, 'image_tokens': 1271, 'total_image_tokens': 1273, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 22201, 279, 4226]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Choose the answer for the missing picture.
Choices:
(A) 1
(B) 2
(C) 3
(D) 4
(E) 5
(F) 6"
465,MathVista_MINI,83,1,310,393,"[{'original_size': (628, 400), 'target_size': (616, 392), 'patches_h': 14, 'patches_w': 22, 'total_patches': 308, 'image_tokens': 308, 'total_image_tokens': 310, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 8658, 7840]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Light Green the low median?
Choices:
(A) yes
(B) no"
466,MathVista_MINI,85,1,240,325,"[{'original_size': (487, 400), 'target_size': (476, 392), 'patches_h': 14, 'patches_w': 17, 'total_patches': 238, 'image_tokens': 238, 'total_image_tokens': 240, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 12553, 12258, 3616]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Does Dark Periwinkle intersect Yellow Green?
Choices:
(A) yes
(B) no"
467,MathVista_MINI,145,1,146,291,"[{'original_size': (499, 235), 'target_size': (504, 224), 'patches_h': 8, 'patches_w': 18, 'total_patches': 144, 'image_tokens': 144, 'total_image_tokens': 146, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 576, 8381, 10953]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The degree measures of minor arc $\widehat{A C}$ and major arc $\widehat{A D C}$ are $x$ and $y$ respectively. If $m∠ABC = 70°$, find $x$.
Choices:
(A) 90
(B) 100
(C) 110
(D) 120"
468,MathVista_MINI,79,1,258,337,"[{'original_size': (448, 448), 'target_size': (448, 448), 'patches_h': 16, 'patches_w': 16, 'total_patches': 256, 'image_tokens': 256, 'total_image_tokens': 258, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many people prefer the most preferred object?"
469,MathVista_MINI,84,1,268,352,"[{'original_size': (532, 400), 'target_size': (532, 392), 'patches_h': 14, 'patches_w': 19, 'total_patches': 266, 'image_tokens': 266, 'total_image_tokens': 268, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 2160, 14722, 8697]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Is Sky Blue less than Chartreuse?
Choices:
(A) yes
(B) no"
470,MathVista_MINI,105,1,1244,1349,"[{'original_size': (1422, 854), 'target_size': (1288, 756), 'patches_h': 27, 'patches_w': 46, 'total_patches': 1242, 'image_tokens': 1242, 'total_image_tokens': 1244, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 323, 3410, 279, 4396, 2999, 6524, 11, 384, 1302, 2572, 362, 11, 425, 11, 356, 11, 422, 11, 518, 279, 835, 624, 14582, 25, 15920, 315, 279]","Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Which of the following models has the lowest KS Rollout Loss overall?
Choices:
(A) Baseline
(B) Diffusion
(C) PDE-Refiner
(D) Pushforward"
471,MathVista_MINI,94,1,93,187,"[{'original_size': (351, 190), 'target_size': (364, 196), 'patches_h': 7, 'patches_w': 13, 'total_patches': 91, 'image_tokens': 91, 'total_image_tokens': 93, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Lily and her friends recorded their scores while playing a board game. Which score did the greatest number of people receive?'"
472,MathVista_MINI,100,1,163,263,"[{'original_size': (633, 204), 'target_size': (644, 196), 'patches_h': 7, 'patches_w': 23, 'total_patches': 161, 'image_tokens': 161, 'total_image_tokens': 163, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Fill in the blank to describe the model. The model has 9 dots divided into 3 equal groups. There are (_) dots in each group."
473,MathVista_MINI,87,1,1262,1349,"[{'original_size': (2500, 2604), 'target_size': (980, 1008), 'patches_h': 36, 'patches_w': 35, 'total_patches': 1260, 'image_tokens': 1260, 'total_image_tokens': 1262, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: What is the age gap between these two people in image? (Unit: years)"
474,MathVista_MINI,82,1,218,300,"[{'original_size': (500, 333), 'target_size': (504, 336), 'patches_h': 12, 'patches_w': 18, 'total_patches': 216, 'image_tokens': 216, 'total_image_tokens': 218, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: How many miles per gallon do an average city bus get?"
475,MathVista_MINI,95,1,38,133,"[{'original_size': (342, 71), 'target_size': (336, 84), 'patches_h': 3, 'patches_w': 12, 'total_patches': 36, 'image_tokens': 36, 'total_image_tokens': 38, 'patch_size': 28}]","[151644, 8948, 198, 2610, 525, 264, 10950, 17847, 13, 151645, 198, 151644, 872, 198, 151652, 151655, 151653, 26987, 25, 5209, 4226, 279, 3405, 22703, 458, 7546, 4226, 323, 3410, 279, 1590, 897, 11, 384, 1302, 2572, 220, 16, 11, 220, 17, 11, 220, 18, 11, 518, 279, 835, 624, 14582]","Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Move the ruler to measure the length of the line to the nearest centimeter. The line is about (_) centimeters long."
